" (III.III)A profª. Yeda diz que sim, mas que a unificação da disciplina seria interessante, pois assim eles teriam mais opções de horários.",resposta,explicação;,unificação;interessante;
" (III.IV) A profª. Luciana questiona sobre a possibilidade dos outros cursos inserirem séries em suas disciplinas. (III.V) A profª. Yeda esclarece que não é possível, pois os alunos que veem séries têm Cálculo 1,2 e 3 e o conteúdo de sereis é visto em Cálculo 3. ",questionamento,resposta;,séries;questiona;esclarece;
"(III.VI) A decisão é que o curso irá manter a disciplina de Cálculo 2, com o conteúdo de séries, portanto não será possível participar da unificação da referida disciplina.",decisão,resposta;,decisão;
" (IV) REPRESENTANTE DO CURSO NAS COMISSÕES (IV.I) A profª. Yeda colocou que a Coordenação Acadêmica quer formalizar as Comissões, registrar os membros e, como estamos no processo de eleições, poderíamos começar a pensar nos nomes para fazer a troca.",informe,sugestao;,colocou;
" (IV.II) O prof. Marcio quer saber quais são as comissões. ",questionamento,,comissões;
"(IV.III) A profª. Yeda esclarece que tem a comissão de pesquisa se tiver a pós, comissão de ensino, representante por área. ",informe,resposta;,esclarece;comissão;
"(IV.IV) A profª. Luciana diz que é muito importante que o curso indique esses representantes, para conseguirmos ganhar espaço e assim poder lutar por alguma coisa. (IV.V) A profª. Yeda esclarece que ainda não tem nada definido, mas é importante já pensarmos no assunto. ",informe,orientação;,indique;representantes;esclarece;definido;pensarmos;
"(IV.VI O prof. Murillo quer saber se terá eleição para escolher tais representantes.",questionamento,,eleição;escolher;representantes;
" (IV.VII) O prof. Siovani explica que em São Carlos existe a CoInfo e, é lá que são decididas todas as questões relacionadas a informática, e nós temos direito a uma cadeira nessa comissão, e que ainda não indicamos nenhum representante, sendo assim gostaria de colocar o assunto em discussão, pois precisamos de um representante do nosso curso para a referida Comissão.",informe,sugestão;,explica;indicamos;representante;
"(IV.VIII) A profª. Luciana questiona sobre as quantidades de reuniões. ",questionamento,,questiona;quantidades;reuniões;
" (IV.IX) O prof. Siovani esclarece que não são muitas e que é agendada quando necessário, e que existem algumas que já estão agendadas e está disponível no site. O prof. Siovani aproveita o momento para lembrar que também precisaremos de um Coordenador para a empresa Júnior. ",esclarecimento,sugestão;,esclarece;necessário;precisaremos;coordenador;
" (IV.X) A profª. Yeda explica que o coordenador de empresa Júnior ficará com a parte burocrática, mas como tem muitos alunos essa tarefa precisará ser distribuída, e também cogita a possibilidade de deixar o prof. Alexandre como Coordenador de Estagio e da Empresa Júnior. ",explicativo,sugestão;,explica;burocrática;cogita;possibilidade;
A profª. Yeda aproveita o momento para esclarecer que seria muito importante que alguém já se candidatasse para fazer parte da CoInfo. (,sugestivo,,esclarecer;importante;candidatasse;
IV.XI) O prof. Murillo diz que gostaria de se candidatar mas que no atual momento acredita que não conseguiria corresponder às expectativas.,explicativo,,gostaria;candidatar;não;conseguiria;
"(IV.XII) O prof. Siovani esclarece que a CoInfo  toma mais decisões políticas a técnicas. ",informe,explicativo;,esclarece;
" (VI.XIII) O prof. José Guimarães coloca que seria muito importante estreitar esses vínculos e aproveitar mais as oportunidades que São Carlos oferece em relação às pesquisas. ",sugestão,orientação;,importante;estreitar;vínculos;
"O prof. José Guimarães se candidata a ocupar a vaga na CoInfo e Murillo ficará como suplente. ",decisão,solicitação;,candidata;suplente;
" (IV.XV) A profª Luciana aproveita a oportunidade para notificar que não fará mais parte da comissão de ensino.",informecomun,decisão;,notificar;não;parte;comissão;
" (IV.XVI) A profª. Cândida se candidata para Comissão de Extensão, Márcio ficará como suplente. ",informe,solicitação;,candidata;suplente;
"(IV.XVII)  O prof. Fabio foi indicado para a Comissão de pesquisa, o prof. Siovani, como suplente. ",informe,solicitação;,indicado;comissão;suplente;
"Encerramento: Estando todos de acordo e nada mais havendo a deliberar, lavra-se, leia-se, aprova-se e assina-se esta Ata por todos os membros do Conselho do Curso de Bacharelado em Ciência da Computação, Campus Sorocaba, participantes desta reunião que, em 02 (duas) vias, será levada a registro e arquivamento junto à Coordenação do Conselho do Curso de Bacharelado em Ciência da Computação - Sorocaba, ficando ali à disposição para consulta restrita aos professores da UFSCar - Sorocaba. Nada mais.",informe,decisão;,encerramento;aprova;assina;membros;
"
	Prof. Dr. Siovani Cintra Felipussi
Presidente desta Reunião

	Sonia Vieira Dal Pian N. Silva

Secretaria desta Reunião

Profª. Drª. Cândida Nunes da Silva
Professora Adjunta
Prof. Dr. Marcio K. Oikawa
Professor Adjunto
Profª. Drª. Yeda Regina Venturini

Professora Adjunta

	

	Profª. Drª. Katti Faceli

Professora Adjunta
	

	Profª. Drª. Luciana A. Martinez Zaina
Professora Adjunta
	

	Prof. Dr. Alexandre Alvaro

Professor Adjunto
	

	Prof. Dr. Murillo Rodrigo P. Homem

Professor Adjunto
	 

	Prof. Dr. José de Oliveira Guimarães

Professor Associado 
Profª. Drª. Tiemi Christine Sakata
Professora Adjunta 

Prof. Dr. Fábio Luciano Verdi

Professor Adjunto",informe,participantes;,presidente;secretaria;professora;adjunta;professor;
