document;[receiv, corp];[pct, sell, reuter];[dlr, agre];[april, split];[shr, year];[letter, compani];[acquir, pct];[dividend, net];[share, pct, subsidiari];[share, oper, net];[billion, net, reuter];[acquir, agre];[trade, offici];[pct, year, sale];[control, mln, pct];[share, price, compani];[invest, firm];[dividend, year];[full, net];[principl, reuter];[div, payabl];[sharehold, merger];[year, bank, net];[order, year];[manag, sale];[reuter, undisclos];[action, reuter];[stake, share, pct];[net, avg];[purchas, corp, reuter];[dlr, earn, end];[disclos, reuter];[record, reuter, note];[net, quarter];[billion, net];[rate, pct, cut];[outstand, compani, reuter];[profit, shr];[sharehold, acquisit];[compani, acquisit, reuter];[trade, billion, reuter];[qtr, prior];[sale, gain];[pct, made, reuter];[chairman, pct];[share, bid];[tax, prior];[oper, compani, year];[compani, year, net];[shr, dividend];[share, agreement];[mln, loss, shr];[increas, quarter];[record, dividend];[compani, nation];[acquir, reuter];[product, mln, year];[rev, stock, shr];[result, mln, net];[market, reuter, monei];[transport, reuter];[mln, valu, reuter];[expect, acquisit];[record, qtly];[negoti, reuter];[deal, reuter];[letter, reuter];[april, distribut];[profit, group];[profit, mln, shr];[billion, reuter, sale];[adjust, net];[expect, agreement];[mln, net, end];[commun, corp];[dlr, compani, net];[qtr, april];[corp, complet];[minist, oil];[corp, reuter, close];[pct, hold, reuter];[condit, share];[dividend, group];[exclud, net];[result, mln, oper];[profit, year, end];[dlr, year, gain];[oper, credit, net];[loss, dlr, end];[pct, billion, net];[futur, reuter];[share, sell];[record, regular, reuter];[share, sell, reuter];[net, gain];[debt, year];[expect, reuter, complet];[expect, billion, report];[invest, share, pct];[dividend, year, net];[expect, profit, mln];[pct, busi, reuter];[profit, year, sale];[oper, net];[mln, earn, net];[barrel, reuter];[billion, quarter];[pct, firm];[mln, oper, billion];[manufactur, reuter];[acquir, outstand, reuter];[pari, currenc];[louvr, accord];[rais, dlr, oil];[qtr, save, net];[transact, compani];[acquisit, complet];[develop, oil];[stock, purchas, reuter];[dlr, year, chief];[share, adjust];[share, reuter, complet];[loss, shr];[compani, net, reuter];[subject, acquisit];[dlr, tax, net];[loss, shr, sale];[invest, reuter];[acquir, mln, reuter];[loss, compani, report];[share, investor];[fourth, year];[compani, net];[asset, sell];[system, reuter];[record, march, payout];[shr, sale];[stock, split];[bank, net];[shr, net];[point, pct, bank];[compani, acquisit];[record, div];[rate, currenc];[rev, loss, dlr];[expect, complet];[billion, acquisit];[march, dlr, year];[sell, compani, reuter];[chairman, reuter];[dlr, merger];[save, asset, associ];[brazil, loan];[acquir, acquisit];[rate, compani];[compani, net, note];[share, pct, offer];[loss, oper, exclud];[dlr, shr, net];[unit, revenu];[mln, agreement, year];[div, reuter];[control, corp];[stock, dividend];[asset, shr];[acquir, amount];[share, dlr, earn];[mln, canada];[price, dlr, oil];[bpd, oil];[purchas, corp];[feb, reuter];[agreement, corp];[pct, offer, group];[acquir, share, stock];[pct, industri];[govern, pct];[product, profit];[profit, stg];[qtr, mln, year];[trade, countri];[share, shr];[stock, dlr, offer]
acq.4193.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.702258571903335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5584610893988479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6137146632594314;0;0;0;0;0;0;0;0;0.4319641873569279
earn.1669.txt;0;0;0;0;0;0;0;0;0;0.7499395115689712;0.635727055528035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6172750703268038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6178077002577355;0;0;0;0;0;0;0;0;0;0;0;0;0.7914632946833292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7491657310865337;0;0;0;0;0.6430613534937886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5955372176069929;0;0;0.587303524836531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6160327900458547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6565263175171738;0
money_fx.1050.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7191987483927786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
earn.6942.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8137202589981729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7339770309608663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8977545327159006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9279592855921606;0;0;0;0
earn.6640.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8385585257359071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44376109348237125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8471583520118486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7204608747126549;0;0;0;0;0.8397810319766751;0;0;0;0;0;0;0;0;0;0;0;0;0;0.688588948176061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
earn.5903.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7621118901127741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7238671848600134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
earn.2845.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8617887339096334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8529839368279508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
earn.1215.txt;0;0;0;0;0.2400092293781817;0;0;0;0;0;0.5642179779910108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5470042305570958;0;0;0;0;0;0;0;0;0;0;0;0;0.4099737653373361;0.37358516018007737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7168099925969468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2964350420319656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4109642873402315;0;0;0;0;0;0;0;0;0.35096625927275005;0;0;0;0.30609132172390074;0;0;0.2639820168912239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5005179472876777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
acq.4275.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5841121794043377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5393320228228253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6530900998280789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
acq.2026.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42052478039541974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.566326026152912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6061547748897889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4820343698507221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46686735661735224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
acq.4397.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5217055422029996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5449524200972116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4917859726067615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
earn.5045.txt;0;0;0;0;0.8499071246042561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9050277247202051;0;0;0;0;0;0;0;0;0;0;0;0;0;0.926320862893066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8910317841034151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7995545872959814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9251217578949296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8150858556648816;0;0;0;0;0.9250757744485513;0;0;0;0;0;0;0;0;0;0;0;0;0;0.823090857804075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8573639737569542;0;0;0
earn.4881.txt;0;0;0;0;0.7095038117144946;0;0;0.6484405777463986;0;0;0;0;0;0;0;0;0;0.5638185797741884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8371438214088663;0;0;0;0;0;0;0;0;0;0;0;0.6784730948614952;0;0.8063056888469547;0;0;0;0;0;0.7437514102297507;0;0;0;0;0;0;0;0;0;0;0;0.7858140694805886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6386603477147166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8416765045661844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6921940893490235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.406304884073168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7125939268795303;0;0.6283064157894682;0
acq.5059.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7044053741121974;0;0;0;0;0;0;0;0;0;0;0;0;0.6021290473234595;0;0;0;0;0;0;0;0;0;0;0;0;0.6801562102477678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
earn.2752.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7636202800212915;0;0;0;0;0;0;0;0;0.8483241871023941;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7398826151075901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8190754446544969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7475118914488846;0;0;0;0.8092252561167894;0;0;0;0;0;0;0;0;0;0.809592520997555;0;0;0.7548378018226247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ship.5760.txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48150033855504426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
